OG0005989	LdBPK_330036500.1	LbrM.33.2.002970.1-p1	LINF_330036200-T1-p1	LmjF.33.2690_mRNA-p1	LmxM.32.2690.1-p1
OG0005990	LdBPK_330036600.1	LbrM.33.2.002980.1-p1	LINF_330036300-T1-p1	LmjF.33.2700_mRNA-p1	LmxM.32.2700.1-p1
OG0005991	LdBPK_330036700.1	LbrM.33.2.002990.1-p1	LINF_330036400-T1-p1	LmjF.33.2710_mRNA-p1	LmxM.32.2710.1-p1
OG0005992	LdBPK_330036800.1	LbrM.33.2.003000.1-p1	LINF_330036500-T1-p1	LmjF.33.2720_mRNA-p1	LmxM.32.2720.1-p1
OG0005993	LdBPK_330036900.1	LbrM.33.2.003010.1-p1	LINF_330036600-T1-p1	LmjF.33.2730_mRNA-p1	LmxM.32.2730.1-p1
OG0005994	LdBPK_330037000.1	LbrM.33.2.003020.1-p1	LINF_330036700-T1-p1	LmjF.33.2740_mRNA-p1	LmxM.32.2740.1-p1
OG0005995	LdBPK_330037100.1	LbrM.33.2.003030.1-p1	LINF_330036800-T1-p1	LmjF.33.2750_mRNA-p1	LmxM.32.2750.1-p1
OG0005996	LdBPK_330037200.1	LbrM.33.2.003040.1-p1	LINF_330036900-T1-p1	LmjF.33.2760_mRNA-p1	LmxM.32.2760.1-p1
OG0005997	LdBPK_330037300.1	LbrM.15.2.000920.1-p1	LINF_330037000-T1-p1	LmjF.33.2770_mRNA-p1	LmxM.32.2770.1-p1
OG0005998	LdBPK_330037400.1	LbrM.33.2.003060.1-p1	LINF_330037100-T1-p1	LmjF.33.2780_mRNA-p1	LmxM.32.2780.1-p1
OG0005999	LdBPK_330037500.1	LbrM.33.2.003070.1-p1	LINF_330037200-T1-p1	LmjF.33.2790_mRNA-p1	LmxM.32.2790.1-p1
OG0006000	LdBPK_330037600.1	LbrM.33.2.003080.1-p1	LINF_330037300-T1-p1	LmjF.33.2800_mRNA-p1	LmxM.32.2800.1-p1
OG0006001	LdBPK_330037700.1	LbrM.33.2.003090.1-p1	LINF_330037400-T1-p1	LmjF.33.2810_mRNA-p1	LmxM.32.2810.1-p1
OG0006002	LdBPK_330037800.1	LbrM.33.2.003100.1-p1	LINF_330037500-T1-p1	LmjF.33.2820_mRNA-p1	LmxM.32.2820.1-p1
OG0006003	LdBPK_330037900.1	LbrM.33.2.003110.1-p1	LINF_330037600-T1-p1	LmjF.33.2830_mRNA-p1	LmxM.32.2830.1-p1
OG0006004	LdBPK_330038000.1	LbrM.33.2.003120.1-p1	LINF_330037700-T1-p1	LmjF.33.2835_mRNA-p1	LmxM.32.2835.1-p1
OG0006005	LdBPK_330038100.1	LbrM.33.2.003130.1-p1	LINF_330037800-T1-p1	LmjF.33.2840_mRNA-p1	LmxM.32.2840.1-p1
OG0006006	LdBPK_330038200.1	LbrM.33.2.003140.1-p1	LINF_330037900-T1-p1	LmjF.33.2850_mRNA-p1	LmxM.32.2850.1-p1
OG0006007	LdBPK_330038300.1	LbrM.33.2.003150.1-p1	LINF_330038000-T1-p1	LmjF.33.2860_mRNA-p1	LmxM.32.2860.1-p1
OG0006008	LdBPK_330038400.1	LbrM.33.2.003160.1-p1	LINF_330038100-T1-p1	LmjF.33.2870_mRNA-p1	LmxM.32.2870.1-p1
OG0006009	LdBPK_330038500.1	LbrM.33.2.003170.1-p1	LINF_330038200-T1-p1	LmjF.33.2880_mRNA-p1	LmxM.32.2880.1-p1
OG0006010	LdBPK_330038600.1, LdBPK_330038800.1	LbrM.33.2.003180.1-p1	LINF_330038300-T1-p1, LINF_330038500-T1-p1		
OG0006011	LdBPK_330039000.1	LbrM.33.2.003190.1-p1	LINF_330038600-T1-p1	LmjF.33.2890_mRNA-p1	LmxM.32.2890.1-p1
OG0006012	LdBPK_330039300.1	LbrM.33.2.003200.1-p1	LINF_330038900-T1-p1	LmjF.33.2910_mRNA-p1	LmxM.32.2910.1-p1
OG0006013	LdBPK_330039400.1	LbrM.33.2.003210.1-p1	LINF_330039000-T1-p1	LmjF.33.2920_mRNA-p1	LmxM.32.2920.1-p1
OG0006014	LdBPK_330039500.1	LbrM.33.2.003220.1-p1	LINF_330039100-T1-p1	LmjF.33.2930_mRNA-p1	LmxM.32.2930.1-p1
OG0006015	LdBPK_330039600.1	LbrM.33.2.003230.1-p1	LINF_330039200-T1-p1	LmjF.33.2940_mRNA-p1	LmxM.32.2940.1-p1
OG0006016	LdBPK_330039800.1	LbrM.33.2.003240.1-p1	LINF_330039400-T1-p1	LmjF.33.2960_mRNA-p1	LmxM.32.2960.1-p1
OG0006017	LdBPK_330039900.1	LbrM.33.2.003250.1-p1	LINF_330039500-T1-p1	LmjF.33.2970_mRNA-p1	LmxM.32.2970.1-p1
OG0006018	LdBPK_330040000.1	LbrM.33.2.003260.1-p1	LINF_330039600-T1-p1	LmjF.33.2980_mRNA-p1	LmxM.32.2980.1-p1
OG0006019	LdBPK_330040100.1	LbrM.33.2.003270.1-p1	LINF_330039700-T1-p1	LmjF.33.2990_mRNA-p1	LmxM.32.2990.1-p1
OG0006020	LdBPK_330040200.1	LbrM.33.2.003280.1-p1	LINF_330039800-T1-p1	LmjF.33.3000_mRNA-p1	LmxM.32.3000.1-p1
OG0006021	LdBPK_330040300.1	LbrM.33.2.003290.1-p1	LINF_330039900-T1-p1	LmjF.33.3010_mRNA-p1	LmxM.32.3010.1-p1
OG0006022	LdBPK_330040400.1	LbrM.33.2.003300.1-p1	LINF_330040000-T1-p1	LmjF.33.3020_mRNA-p1	LmxM.32.3020.1-p1
OG0006023	LdBPK_330040500.1	LbrM.33.2.003310.1-p1	LINF_330040100-T1-p1	LmjF.33.3030_mRNA-p1	LmxM.32.3030.1-p1
OG0006024	LdBPK_330040600.1	LbrM.33.2.003320.1-p1	LINF_330040200-T1-p1	LmjF.33.3040_mRNA-p1	LmxM.32.3040.1-p1
OG0006025	LdBPK_330040700.1	LbrM.33.2.003330.1-p1	LINF_330040300-T1-p1	LmjF.33.3050_mRNA-p1	LmxM.32.3050.1-p1
OG0006026	LdBPK_330041100.1	LbrM.33.2.003370.1-p1	LINF_330041000-T1-p1	LmjF.33.3080_mRNA-p1	LmxM.32.3080.1-p1
OG0006027	LdBPK_330041200.1	LbrM.33.2.003380.1-p1	LINF_330041100-T1-p1	LmjF.33.3090_mRNA-p1	LmxM.32.3090.1-p1
OG0006028	LdBPK_330041300.1	LbrM.33.2.003390.1-p1	LINF_330041200-T1-p1	LmjF.33.3100_mRNA-p1	LmxM.32.3100.1-p1
OG0006029	LdBPK_330041400.1	LbrM.33.2.003400.1-p1	LINF_330041300-T1-p1	LmjF.33.3110_pseudogenic_transcript-p1	LmxM.32.3110.1-p1
OG0006030	LdBPK_330041500.1	LbrM.33.2.003410.1-p1	LINF_330041400-T1-p1	LmjF.33.3130_mRNA-p1	LmxM.32.3130.1-p1
OG0006031	LdBPK_330041600.1	LbrM.33.2.003411.1-p1	LINF_330041500-T1-p1	LmjF.33.3140_mRNA-p1	LmxM.32.3140.1-p1
OG0006032	LdBPK_330041800.1	LbrM.33.2.003430.1-p1	LINF_330041700-T1-p1	LmjF.33.3160_mRNA-p1	LmxM.32.3160.1-p1
OG0006033	LdBPK_330041900.1	LbrM.33.2.003440.1-p1	LINF_330041800-T1-p1	LmjF.33.3170_mRNA-p1	LmxM.32.3170.1-p1
OG0006034	LdBPK_330042000.1	LbrM.33.2.003450.1-p1	LINF_330041900-T1-p1	LmjF.33.3180_mRNA-p1	LmxM.32.3180.1-p1
OG0006035	LdBPK_330042100.1	LbrM.33.2.003460.1-p1	LINF_330042000-T1-p1	LmjF.33.3190_mRNA-p1	LmxM.32.3190.1-p1
OG0006036	LdBPK_330042200.1	LbrM.33.2.003470.1-p1	LINF_330042100-T1-p1	LmjF.33.3200_mRNA-p1	LmxM.32.3200.1-p1
OG0006037	LdBPK_330042300.1	LbrM.33.2.003480.1-p1	LINF_330042200-T1-p1	LmjF.33.3210_mRNA-p1	LmxM.32.3210.1-p1
OG0006038	LdBPK_330042700.1	LbrM.33.2.003520.1-p1	LINF_330042600-T1-p1	LmjF.33.3240_mRNA-p1	LmxM.32.3240.1-p1
OG0006039	LdBPK_330042800.1	LbrM.33.2.003530.1-p1	LINF_330042700-T1-p1	LmjF.33.3250_mRNA-p1	LmxM.32.3250.1-p1
OG0006040	LdBPK_330042900.1	LbrM.33.2.003540.1-p1	LINF_330042800-T1-p1	LmjF.33.3260_mRNA-p1	LmxM.32.3260.1-p1
OG0006041	LdBPK_330043000.1	LbrM.33.2.003550.1-p1	LINF_330042900-T1-p1	LmjF.33.3270_mRNA-p1	LmxM.32.3270.1-p1
OG0006042	LdBPK_340005000.1	LbrM.20.2.000090.1-p1	LINF_340005000-T1-p1	LmjF.34.0010_mRNA-p1	LmxM.33.0010.1-p1
OG0006043	LdBPK_340005100.1	LbrM.20.2.000100.1-p1	LINF_340005100-T1-p1	LmjF.34.0020_mRNA-p1	LmxM.33.0020.1-p1
OG0006044	LdBPK_340005200.1	LbrM.20.2.000110.1-p1	LINF_340005200-T1-p1	LmjF.34.0030_mRNA-p1	LmxM.33.0030.1-p1
OG0006045	LdBPK_340005300.1	LbrM.20.2.000120.1-p1	LINF_340005300-T1-p1	LmjF.34.0040_mRNA-p1	LmxM.33.0040.1-p1
OG0006046	LdBPK_340005400.1	LbrM.20.2.000130.1-p1	LINF_340005400-T1-p1	LmjF.34.0050_mRNA-p1	LmxM.33.0050.1-p1
OG0006047	LdBPK_340005500.1	LbrM.20.2.000140.1-p1	LINF_340005500-T1-p1	LmjF.34.0060_mRNA-p1	LmxM.33.0060.1-p1
OG0006048	LdBPK_340005600.1	LbrM.20.2.000150.1-p1	LINF_340005600-T1-p1	LmjF.34.0070_mRNA-p1	LmxM.33.0070.1-p1
OG0006049	LdBPK_340005700.1	LbrM.20.2.000160.1-p1	LINF_340005700-T1-p1	LmjF.34.0080_mRNA-p1	LmxM.33.0080.1-p1
OG0006050	LdBPK_340005900.1	LbrM.20.2.000080.1-p1	LINF_340005900-T1-p1	LmjF.34.0090_mRNA-p1	LmxM.33.0090.1-p1
OG0006051	LdBPK_340006000.1	LbrM.20.2.000070.1-p1	LINF_340006000-T1-p1	LmjF.34.0100_mRNA-p1	LmxM.33.0100.1-p1
OG0006052	LdBPK_340006100.1	LbrM.20.2.000060.1-p1	LINF_340006100-T1-p1	LmjF.34.0110_mRNA-p1	LmxM.33.0110.1-p1
OG0006053	LdBPK_340006200.1	LbrM.20.2.000050.1-p1	LINF_340006200-T1-p1	LmjF.34.0120_mRNA-p1	LmxM.33.0120.1-p1
OG0006054	LdBPK_340006300.1	LbrM.20.2.000040.1-p1	LINF_340006300-T1-p1	LmjF.34.0130_mRNA-p1	LmxM.33.0130.1-p1
OG0006055	LdBPK_340006400.1	LbrM.20.2.205730.1-p1	LINF_340006400-T1-p1	LmjF.34.0140_mRNA-p1	LmxM.33.0140.1-p1
OG0006056	LdBPK_340006500.1	LbrM.20.2.205740.1-p1	LINF_340006500-T1-p1	LmjF.34.0150_mRNA-p1	LmxM.33.0150.1-p1
OG0006057	LdBPK_340006600.1	LbrM.20.2.205750.1-p1	LINF_340006600-T1-p1	LmjF.34.0160_mRNA-p1	LmxM.33.0160.1-p1
OG0006058	LdBPK_340006700.1	LbrM.20.2.000170.1-p1	LINF_340006700-T1-p1	LmjF.34.0170_mRNA-p1	LmxM.33.0170.1-p1
OG0006059	LdBPK_340006800.1	LbrM.20.2.000180.1-p1	LINF_340006800-T1-p1	LmjF.34.0175_mRNA-p1	LmxM.33.0175.1-p1
OG0006060	LdBPK_340006900.1	LbrM.20.2.000190.1-p1	LINF_340006900-T1-p1	LmjF.34.0180_mRNA-p1	LmxM.33.0180.1-p1
OG0006061	LdBPK_340007000.1	LbrM.20.2.000200.1-p1	LINF_340007000-T1-p1	LmjF.34.0190_mRNA-p1	LmxM.33.0190.1-p1
OG0006062	LdBPK_340007100.1	LbrM.20.2.000210.1-p1	LINF_340007100-T1-p1	LmjF.34.0200_mRNA-p1	LmxM.33.0200.1-p1
OG0006063	LdBPK_340007200.1	LbrM.20.2.000220.1-p1	LINF_340007200-T1-p1	LmjF.34.0210_mRNA-p1	LmxM.33.0210.1-p1
OG0006064	LdBPK_340007300.1	LbrM.20.2.000230.1-p1	LINF_340007300-T1-p1	LmjF.34.0220_mRNA-p1	LmxM.33.0220.1-p1
OG0006065	LdBPK_340007400.1	LbrM.20.2.000240.1-p1	LINF_340007400-T1-p1	LmjF.34.0230_mRNA-p1	LmxM.33.0230.1-p1
OG0006066	LdBPK_340007500.1	LbrM.20.2.000250.1-p1	LINF_340007500-T1-p1	LmjF.34.0240_mRNA-p1	LmxM.33.0240.1-p1
OG0006067	LdBPK_340007600.1	LbrM.20.2.000260.1-p1	LINF_340007600-T1-p1	LmjF.34.0250_mRNA-p1	LmxM.33.0250.1-p1
OG0006068	LdBPK_340007700.1	LbrM.20.2.000270.1-p1	LINF_340007700-T1-p1	LmjF.34.0260_mRNA-p1	LmxM.33.0260.1-p1
OG0006069	LdBPK_340007800.1	LbrM.20.2.000280.1-p1	LINF_340007800-T1-p1	LmjF.34.0270_mRNA-p1	LmxM.33.0270.1-p1
OG0006070	LdBPK_340007900.1	LbrM.20.2.000290.1-p1	LINF_340007900-T1-p1	LmjF.34.0280_mRNA-p1	LmxM.33.0280.1-p1
OG0006071	LdBPK_340008000.1	LbrM.13.2.001370.1-p1	LINF_340008000-T1-p1	LmjF.34.0290_mRNA-p1	LmxM.33.0290.1-p1
OG0006072	LdBPK_340008100.1	LbrM.13.2.001360.1-p1	LINF_340008100-T1-p1	LmjF.34.0300_mRNA-p1	LmxM.33.0300.1-p1
OG0006073	LdBPK_340008200.1	LbrM.13.2.001350.1-p1	LINF_340008200-T1-p1	LmjF.34.0310_mRNA-p1	LmxM.33.0310.1-p1
OG0006074	LdBPK_340008300.1	LbrM.13.2.001340.1-p1	LINF_340008300-T1-p1	LmjF.34.0320_mRNA-p1	LmxM.33.0320.1-p1
OG0006075	LdBPK_340008400.1	LbrM.20.2.000300.1-p1	LINF_340008400-T1-p1	LmjF.34.0330_mRNA-p1	LmxM.33.0330.1-p1
OG0006076	LdBPK_340008500.1	LbrM.20.2.000310.1-p1	LINF_340008500-T1-p1	LmjF.34.0340_mRNA-p1	LmxM.33.0340.1-p1
OG0006077	LdBPK_340008600.1	LbrM.20.2.000320.1-p1	LINF_340008600-T1-p1	LmjF.34.0350_mRNA-p1	LmxM.33.0350.1-p1
OG0006078	LdBPK_340008700.1	LbrM.20.2.000330.1-p1	LINF_340008700-T1-p1	LmjF.34.0360_mRNA-p1	LmxM.33.0360.1-p1
OG0006079	LdBPK_340008800.1	LbrM.20.2.000340.1-p1	LINF_340008800-T1-p1	LmjF.34.0370_mRNA-p1	LmxM.33.0370.1-p1
OG0006080	LdBPK_340008900.1	LbrM.20.2.000350.1-p1	LINF_340008900-T1-p1	LmjF.34.0380_mRNA-p1	LmxM.33.0380.1-p1
OG0006081	LdBPK_340009000.1	LbrM.20.2.000360.1-p1	LINF_340009000-T1-p1	LmjF.34.0390_mRNA-p1	LmxM.33.0390.1-p1
OG0006082	LdBPK_340009100.1	LbrM.20.2.000370.1-p1	LINF_340009100-T1-p1	LmjF.34.0400_mRNA-p1	LmxM.33.0400.1-p1
OG0006083	LdBPK_340009200.1	LbrM.20.2.000380.1-p1	LINF_340009200-T1-p1	LmjF.34.0410_mRNA-p1	LmxM.33.0410.1-p1
OG0006084	LdBPK_340009300.1	LbrM.20.2.000390.1-p1	LINF_340009300-T1-p1	LmjF.34.0420_mRNA-p1	LmxM.33.0420.1-p1
OG0006085	LdBPK_340009400.1	LbrM.20.2.000400.1-p1	LINF_340009400-T1-p1	LmjF.34.0430_mRNA-p1	LmxM.33.0430.1-p1
OG0006086	LdBPK_340009600.1	LbrM.20.2.000420.1-p1	LINF_340009600-T1-p1	LmjF.34.0450_mRNA-p1	LmxM.33.0450.1-p1
OG0006087	LdBPK_340009700.1	LbrM.07.2.000920.1-p1	LINF_340009800-T1-p1	LmjF.34.0460_mRNA-p1	LmxM.33.0460.1-p1
OG0006088	LdBPK_340009800.1	LbrM.20.2.000450.1-p1	LINF_340009900-T1-p1	LmjF.34.0470_mRNA-p1	LmxM.33.0470.1-p1
OG0006089	LdBPK_340009900.1	LbrM.20.2.000460.1-p1	LINF_340010000-T1-p1	LmjF.34.0480_mRNA-p1	LmxM.33.0480.1-p1
OG0006090	LdBPK_340010000.1	LbrM.20.2.000470.1-p1	LINF_340010100-T1-p1	LmjF.34.0490_mRNA-p1	LmxM.33.0490.1-p1
OG0006091	LdBPK_340010200.1	LbrM.20.2.000481.1-p1	LINF_340010300-T1-p1	LmjF.34.0495_mRNA-p1	LmxM.33.0495.1-p1
OG0006092	LdBPK_340010700.1	LbrM.13.2.001321.1-p1	LINF_340010700-T1-p1	LmjF.34.0510_mRNA-p1	LmxM.33.0510.1-p1
OG0006093	LdBPK_340010800.1	LbrM.13.2.001320.1-p1	LINF_340010800-T1-p1	LmjF.34.0520_mRNA-p1	LmxM.33.0520.1-p1
OG0006094	LdBPK_340010900.1	LbrM.13.2.001310.1-p1	LINF_340010900-T1-p1	LmjF.34.0530_mRNA-p1	LmxM.33.0530.1-p1
OG0006095	LdBPK_340011100.1	LbrM.13.2.001290.1-p1	LINF_340011100-T1-p1	LmjF.34.0550_mRNA-p1	LmxM.33.0550.1-p1
OG0006096	LdBPK_340011200.1	LbrM.20.2.000490.1-p1	LINF_340011200-T1-p1	LmjF.34.0560_mRNA-p1	LmxM.33.0560.1-p1
OG0006097	LdBPK_340011300.1	LbrM.20.2.000500.1-p1	LINF_340011300-T1-p1	LmjF.34.0570_mRNA-p1	LmxM.33.0570.1-p1
OG0006098	LdBPK_340011400.1	LbrM.20.2.000510.1-p1	LINF_340011400-T1-p1	LmjF.34.0580_mRNA-p1	LmxM.33.0580.1-p1
OG0006099	LdBPK_340011500.1	LbrM.20.2.000520.1-p1	LINF_340011500-T1-p1	LmjF.34.0590_mRNA-p1	LmxM.33.0590.1-p1
OG0006100	LdBPK_340011600.1	LbrM.20.2.000530.1-p1	LINF_340011600-T1-p1	LmjF.34.0600_mRNA-p1	LmxM.33.0600.1-p1
OG0006101	LdBPK_340011800.1	LbrM.20.2.000550.1-p1	LINF_340011800-T1-p1	LmjF.34.0620_mRNA-p1	LmxM.33.0620.1-p1
OG0006102	LdBPK_340011900.1	LbrM.20.2.000560.1-p1	LINF_340011900-T1-p1	LmjF.34.0630_mRNA-p1	LmxM.33.0630.1-p1
OG0006103	LdBPK_340012000.1	LbrM.20.2.000570.1-p1	LINF_340012000-T1-p1	LmjF.34.0640_mRNA-p1	LmxM.33.0640.1-p1
OG0006104	LdBPK_340012100.1	LbrM.20.2.000580.1-p1	LINF_340012100-T1-p1	LmjF.34.0650_mRNA-p1	LmxM.33.0650.1-p1
OG0006105	LdBPK_340012200.1	LbrM.20.2.000590.1-p1	LINF_340012200-T1-p1	LmjF.34.0660_mRNA-p1	LmxM.33.0660.1-p1
OG0006106	LdBPK_340012300.1	LbrM.20.2.000600.1-p1	LINF_340012300-T1-p1	LmjF.34.0670_mRNA-p1	LmxM.33.0670.1-p1
OG0006107	LdBPK_340012600.1	LbrM.20.2.000630.1-p1	LINF_340012600-T1-p1	LmjF.34.0700_mRNA-p1	LmxM.33.0700.1-p1
OG0006108	LdBPK_340012700.1	LbrM.20.2.000631.1-p1	LINF_340012700-T1-p1	LmjF.34.0705_mRNA-p1	LmxM.33.0705.1-p1
OG0006109	LdBPK_340012800.1	LbrM.20.2.000640.1-p1	LINF_340012800-T1-p1	LmjF.34.0710_mRNA-p1	LmxM.33.0710.1-p1
OG0006110	LdBPK_340012900.1	LbrM.20.2.000650.1-p1	LINF_340012900-T1-p1	LmjF.34.0720_mRNA-p1	LmxM.33.0720.1-p1
OG0006111	LdBPK_340013000.1	LbrM.20.2.000660.1-p1	LINF_340013000-T1-p1	LmjF.34.0730_mRNA-p1	LmxM.33.0730.1-p1
OG0006112	LdBPK_340013100.1	LbrM.20.2.000670.1-p1	LINF_340013100-T1-p1	LmjF.34.0740_mRNA-p1	LmxM.33.0740.1-p1
OG0006113	LdBPK_340013200.1	LbrM.20.2.000680.1-p1	LINF_340013200-T1-p1	LmjF.34.0750_mRNA-p1	LmxM.33.0750.1-p1
OG0006114	LdBPK_340013300.1	LbrM.20.2.000690.1-p1	LINF_340013300-T1-p1	LmjF.34.0760_mRNA-p1	LmxM.33.0760.1-p1
OG0006115	LdBPK_340013400.1	LbrM.20.2.000700.1-p1	LINF_340013400-T1-p1	LmjF.34.0770_mRNA-p1	LmxM.33.0770.1-p1
OG0006116	LdBPK_340013900.1	LbrM.20.2.000740.1-p1	LINF_340013900-T1-p1	LmjF.34.0815_mRNA-p1	LmxM.33.0815.1-p1
OG0006117	LdBPK_340014100.1	LbrM.20.2.000760.1-p1	LINF_340014100-T1-p1	LmjF.34.0830_mRNA-p1	LmxM.33.0830.1-p1
OG0006118	LdBPK_340014400.1	LbrM.20.2.205880.1-p1	LINF_340014300-T1-p1	LmjF.34.0850_mRNA-p1	LmxM.33.0850.1-p1
OG0006119	LdBPK_340014600.1	LbrM.20.2.000840.1-p1	LINF_340014500-T1-p1	LmjF.34.0870_mRNA-p1	LmxM.33.0870.1-p1
OG0006120	LdBPK_340014700.1	LbrM.20.2.000850.1-p1	LINF_340014600-T1-p1	LmjF.34.0880_mRNA-p1	LmxM.33.0880.1-p1
OG0006121	LdBPK_340014800.1	LbrM.20.2.000860.1-p1	LINF_340014700-T1-p1	LmjF.34.0890_mRNA-p1	LmxM.33.0890.1-p1
OG0006122	LdBPK_340016000.1	LbrM.20.2.000960.1-p1	LINF_340016100-T1-p1	LmjF.34.0980_mRNA-p1	LmxM.33.0980.1-p1
OG0006123	LdBPK_340016200.1	LbrM.20.2.000970.1-p1	LINF_340016300-T1-p1	LmjF.34.1000_mRNA-p1	LmxM.33.1000.1-p1
OG0006124	LdBPK_340016300.1	LbrM.20.2.000980.1-p1	LINF_340016400-T1-p1	LmjF.34.1010_mRNA-p1	LmxM.33.1010.1-p1
OG0006125	LdBPK_340016400.1	LbrM.20.2.000990.1-p1	LINF_340016500-T1-p1	LmjF.34.1020_mRNA-p1	LmxM.33.1020.1-p1
OG0006126	LdBPK_340016500.1	LbrM.20.2.001000.1-p1	LINF_340016600-T1-p1	LmjF.34.1030_mRNA-p1	LmxM.33.1030.1-p1
OG0006127	LdBPK_340016600.1	LbrM.20.2.001010.1-p1	LINF_340016700-T1-p1	LmjF.34.1040_mRNA-p1	LmxM.33.1040.1-p1
OG0006128	LdBPK_340016700.1	LbrM.20.2.001020.1-p1	LINF_340016800-T1-p1	LmjF.34.1050_mRNA-p1	LmxM.33.1050.1-p1
OG0006129	LdBPK_340016800.1	LbrM.20.2.001030.1-p1	LINF_340016900-T1-p1	LmjF.34.1060_mRNA-p1	LmxM.33.1060.1-p1
OG0006130	LdBPK_340017500.1	LbrM.20.2.001120.1-p1	LINF_340017600-T1-p1	LmjF.34.1090_mRNA-p1	LmxM.33.1090.1-p1
OG0006131	LdBPK_340017600.1	LbrM.20.2.001130.1-p1	LINF_340017700-T1-p1	LmjF.34.1100_mRNA-p1	LmxM.33.1100.1-p1
OG0006132	LdBPK_340017700.1	LbrM.20.2.001140.1-p1	LINF_340017800-T1-p1	LmjF.34.1110_mRNA-p1	LmxM.33.1110.1-p1
OG0006133	LdBPK_340017800.1	LbrM.20.2.001150.1-p1	LINF_340017900-T1-p1	LmjF.34.1120_mRNA-p1	LmxM.33.1120.1-p1
OG0006134	LdBPK_340017900.1	LbrM.20.2.001160.1-p1	LINF_340018000-T1-p1	LmjF.34.1130_mRNA-p1	LmxM.33.1130.1-p1
OG0006135	LdBPK_340018000.1	LbrM.20.2.001170.1-p1	LINF_340018100-T1-p1	LmjF.34.1140_mRNA-p1	LmxM.33.1140.1-p1
OG0006136	LdBPK_340018100.1	LbrM.20.2.001180.1-p1	LINF_340018200-T1-p1	LmjF.34.1150_mRNA-p1	LmxM.33.1150.1-p1
OG0006137	LdBPK_340018200.1	LbrM.20.2.001190.1-p1	LINF_340018300-T1-p1	LmjF.34.1155_mRNA-p1	LmxM.33.1155.1-p1
OG0006138	LdBPK_340018300.1	LbrM.20.2.001200.1-p1	LINF_340018400-T1-p1	LmjF.34.1160_mRNA-p1	LmxM.33.1160.1-p1
OG0006139	LdBPK_340018500.1	LbrM.20.2.001210.1-p1	LINF_340018600-T1-p1	LmjF.34.1170_mRNA-p1	LmxM.33.1170.1-p1
OG0006140	LdBPK_340018600.1	LbrM.20.2.001220.1-p1	LINF_340018700-T1-p1	LmjF.34.1175_mRNA-p1	LmxM.33.1175.1-p1
OG0006141	LdBPK_340018700.1	LbrM.20.2.001230.1-p1	LINF_340018800-T1-p1	LmjF.34.1180_mRNA-p1	LmxM.33.1180.1-p1
OG0006142	LdBPK_340018800.1	LbrM.20.2.001240.1-p1	LINF_340018900-T1-p1	LmjF.34.1190_mRNA-p1	LmxM.33.1190.1-p1
OG0006143	LdBPK_340018900.1	LbrM.20.2.001250.1-p1	LINF_340019000-T1-p1	LmjF.34.1200_mRNA-p1	LmxM.33.1200.1-p1
OG0006144	LdBPK_340019000.1	LbrM.20.2.004330.1-p1	LINF_340019100-T1-p1	LmjF.34.1210_mRNA-p1	LmxM.33.1210.1-p1
OG0006145	LdBPK_340019200.1	LbrM.20.2.001260.1-p1	LINF_340019300-T1-p1	LmjF.34.1230_mRNA-p1	LmxM.33.1230.1-p1
OG0006146	LdBPK_340019300.1	LbrM.20.2.001270.1-p1	LINF_340019400-T1-p1	LmjF.34.1240_mRNA-p1	LmxM.33.1240.1-p1
OG0006147	LdBPK_340019400.1	LbrM.20.2.001271.1-p1	LINF_340019500-T1-p1	LmjF.34.1245_mRNA-p1	LmxM.33.1245.1-p1
OG0006148	LdBPK_340019500.1	LbrM.20.2.001280.1-p1	LINF_340019600-T1-p1	LmjF.34.1250_mRNA-p1	LmxM.33.1250.1-p1
OG0006149	LdBPK_340019600.1	LbrM.20.2.001290.1-p1	LINF_340019700-T1-p1	LmjF.34.1260_mRNA-p1	LmxM.33.1260.1-p1
OG0006150	LdBPK_340019700.1	LbrM.20.2.001300.1-p1	LINF_340019800-T1-p1	LmjF.34.1270_mRNA-p1	LmxM.33.1270.1-p1
OG0006151	LdBPK_340019800.1	LbrM.20.2.001310.1-p1	LINF_340019900-T1-p1	LmjF.34.1280_mRNA-p1	LmxM.33.1280.1-p1
OG0006152	LdBPK_340019900.1	LbrM.20.2.001320.1-p1	LINF_340020000-T1-p1	LmjF.34.1290_mRNA-p1	LmxM.33.1290.1-p1
OG0006153	LdBPK_340020000.1	LbrM.20.2.001330.1-p1	LINF_340020100-T1-p1	LmjF.34.1300_mRNA-p1	LmxM.33.1300.1-p1
OG0006154	LdBPK_340020100.1	LbrM.20.2.001340.1-p1	LINF_340020200-T1-p1	LmjF.34.1310_mRNA-p1	LmxM.33.1310.1-p1
OG0006155	LdBPK_340020200.1	LbrM.20.2.001350.1-p1	LINF_340020300-T1-p1	LmjF.34.1320_mRNA-p1	LmxM.33.1320.1-p1
OG0006156	LdBPK_340020300.1	LbrM.20.2.001360.1-p1	LINF_340020400-T1-p1	LmjF.34.1330_mRNA-p1	LmxM.33.1330.1-p1
OG0006157	LdBPK_340020400.1	LbrM.20.2.001370.1-p1	LINF_340020500-T1-p1	LmjF.34.1340_mRNA-p1	LmxM.33.1340.1-p1
OG0006158	LdBPK_340020500.1	LbrM.20.2.001380.1-p1	LINF_340020600-T1-p1	LmjF.34.1350_mRNA-p1	LmxM.33.1350.1-p1
